city id,city,country,lat,lon,temp_solar_noon,hum_solar_noon,cloudiness_solar_noon,windiness_solar_noon
1492810,Seliyarovo,RU,61.2906,70.3425,-9.63,88,100,4.68
5861836,Eureka Roadhouse,US,61.9386,-147.1681,5.07,90,99,0.92
3422891,Ittoqqortoormiit,GL,70.4846,-21.9622,27.5,95,95,12.97
2344415,Duku,NG,11.2361,4.9073,96.01,9,29,4.21
2080422,Jabor,MH,5.921,169.6434,81.81,75,10,24.2
1629652,Riau,ID,0.5005,101.749,86.0,58,75,6.91
355005,Al Jubayl,EG,28.1984,33.6314,67.26,37,0,20.71
1267772,Karhal,IN,27.0003,78.9414,83.44,17,0,7.61
5653884,Gateway (historical),US,48.9991,-115.1732,37.71,79,100,9.26
1337606,Eydhafushi,MV,5.1033,73.0708,82.17,70,99,10.36
88319,Benghazi,LY,32.1167,20.0667,60.66,54,0,5.23
5543199,Millard,US,39.1255,-113.1252,38.95,32,1,6.91
1214488,Meulaboh,ID,4.1363,96.1285,87.42,62,86,8.08
3630473,Pedregal,VE,11.0204,-70.1206,90.37,34,61,12.03
117656,Salmās,IR,38.1973,44.7653,33.8,69,75,13.8
1789053,Xingao,CN,39.0261,112.9616,58.62,29,2,5.73
2270408,Calheta,PT,32.7167,-17.1833,59.14,51,40,5.75
2250677,Kayar,SN,14.9192,-17.1211,78.06,32,0,16.11
779350,Karasjok,NO,69.4719,25.5112,3.2,66,0,25.32
288602,Camp,OM,20.6667,58.8833,75.45,71,0,9.95
2476403,Timimoun,DZ,29.2639,0.231,84.2,12,40,34.52
2023584,Imeni Poliny Osipenko,RU,52.4201,136.4853,8.76,91,3,2.82
1219899,Amansha,TM,37.6333,61.9,46.4,46,0,4.61
2038665,Alihe,CN,50.5667,123.7167,13.78,90,100,0.74
1279982,Sima,CN,31.9833,91.0833,32.86,50,90,10.94
192950,Kenya,KE,1.0,38.0,89.06,39,74,16.08
3855715,Eugenio Bustos,AR,-33.7773,-69.0704,81.45,33,0,13.6
1505991,Igarka,RU,67.4667,86.5833,-27.58,85,96,9.19
1813419,Datuo,CN,28.05,112.95,75.2,43,0,6.71
5877395,Valdez-Cordova Census Area,US,61.5006,-144.5006,4.87,93,99,4.32
2280761,Tiassalé,CI,5.8983,-4.8283,95.2,35,4,2.89
3938526,Ica,PE,-14.3325,-75.4997,81.77,33,20,6.24
1114929,Bukhara,UZ,40.0,64.0,48.2,66,0,9.22
2027316,Ayan,RU,56.45,138.1667,3.99,83,92,5.95
2122894,Nevel'sk,RU,46.6733,141.8633,28.4,64,40,6.71
527299,Mezhdurechensk,RU,63.2456,48.5533,-17.25,84,48,4.18
286245,Sur,OM,22.5667,59.5289,80.73,34,6,7.58
933366,Maun,BW,-19.9833,23.4167,73.4,100,90,6.91
1623197,Tual,ID,-5.6667,132.75,83.44,77,36,17.49
2356982,Province de l’Oudalan,BF,14.6667,-0.3333,88.39,10,2,15.64
691497,Tlumach,UA,48.864,25.0033,33.4,93,40,4.07
2729907,Longyearbyen,SJ,78.2186,15.6401,24.8,68,40,14.97
1794831,Shizikou,CN,29.9872,112.013,77.0,35,9,9.22
1498087,Nadym,RU,65.5333,72.5167,-27.33,83,96,6.04
8054118,Mositai,CN,45.5363,119.6697,25.39,94,100,8.14
319487,Çandarlı,TR,38.935,26.934,50.43,62,0,3.44
2490138,Marhoum,DZ,34.4468,-0.1947,64.13,28,97,36.15
3141682,Rjukan,NO,59.8789,8.5941,36.63,1,100,10.0
1490918,Staryy Nadym,RU,65.6118,72.6842,-27.53,83,88,5.88
1529595,Beishanyanchi,CN,44.7667,91.2333,35.98,73,11,1.95
5947462,Eldorado,CA,59.5505,-108.5016,15.8,79,100,3.94
3858677,El Calafate,AR,-50.3408,-72.2768,50.31,71,98,0.81
2012530,Zhigansk,RU,66.7697,123.3711,-28.77,82,84,6.2
576093,Blagoyevo,RU,63.3667,47.9167,-17.19,84,35,4.27
3122806,Establés,ES,41.0077,-2.0244,54.03,100,90,17.27
3874982,Puerto Cisnes,CL,-44.75,-72.7,52.3,81,100,6.33
2258534,Lekoumou Department,CG,-3.0,13.5,85.96,57,100,3.33
5969475,Hall Beach,CA,68.7913,-81.236,-5.8,77,20,10.36
1861661,Imazu,JP,36.1667,133.3167,58.8,76,0,26.73
8018194,Putrajawa,ID,-7.0054,108.0109,81.75,67,76,5.19
2147554,Tallimba,AU,-34.0,146.8833,92.62,25,0,6.15
4968996,Knox,US,43.8501,-69.3328,29.52,37,1,8.05
4881551,West Union,US,42.9628,-91.8082,24.69,86,20,9.22
7582820,Linha Floresta,BR,-25.1131,-53.8626,81.46,67,9,6.55
5984875,Ivujivik,CA,62.4174,-77.9159,3.07,92,100,24.18
5848652,Kaunakakai,US,21.0933,-157.0239,78.44,61,40,13.8
380173,Ed Damer,SD,17.5928,33.9592,78.84,21,0,12.26
1279812,Wangda,CN,29.6833,97.9,32.61,48,0,3.38
5131073,Phelps,US,42.9576,-77.0575,29.14,51,1,3.44
3792383,Agustin Codazzi,CO,10.0341,-73.2361,94.19,33,4,5.23
5577158,Fort Morgan,US,40.2503,-103.8,38.53,38,1,24.16
1785694,Yunnan Province,CN,25.0,102.0,66.99,33,100,7.85
2334018,Konkwesso,NG,10.8469,4.0984,93.74,10,26,4.54
3422887,Ittorisseq,GL,70.45,-22.45,29.3,95,99,16.87
3395042,Mazagão,BR,-0.115,-51.2894,84.2,74,75,2.3
203717,Yangambi,CD,0.8102,24.4336,98.71,29,63,1.16
2082282,State of Chuuk,FM,7.454,151.805,86.0,79,90,10.36
1267939,Kapadvanj,IN,23.0167,73.0667,91.26,11,0,9.26
3418910,Upernavik,GL,72.7868,-56.1549,-20.58,86,96,13.62
2029558,Ovoot,MN,45.3042,113.8498,15.89,94,74,15.3
5836068,Rawlins,US,41.7911,-107.2387,24.26,68,90,33.38
2210554,Sirte,LY,31.2089,16.5887,62.51,36,1,4.9
5866302,Kinegnak (historical),US,58.65,-162.2,-0.4,85,75,13.8
2307145,Nsok,GQ,1.1299,11.266,91.72,44,99,1.83
2309528,Luba,GQ,3.4568,8.5547,89.6,48,20,6.91
5359595,Inverness,US,38.101,-122.8569,61.63,42,1,6.91
5846871,Gustavus,US,58.4133,-135.7369,39.97,81,75,16.11
226853,Paidha,UG,2.4167,30.9855,84.58,23,100,8.59
3671348,Puerto Rico,CO,1.9142,-75.145,90.93,42,85,3.38
5840786,Teton,US,43.9166,-110.5841,26.38,63,90,20.71
481548,Troitsko-Pechorsk,RU,62.7084,56.1964,-22.74,86,100,6.06
1489853,Tazovsky,RU,67.4667,78.7,-32.35,83,79,2.82
7602866,Borkou Region,TD,18.25,18.5,76.06,17,96,20.0
352603,Matruh Governorate,EG,29.7,27.5,60.96,41,0,1.68
2076017,Borroloola,AU,-16.0667,136.2833,88.16,61,87,8.77
3363441,Ocean View,ZA,-34.1486,18.3536,70.86,46,40,18.41
780524,Burfjord,NO,69.938,22.0521,9.3,61,75,13.8
2022572,Khatanga,RU,71.9667,102.5,-21.06,87,94,9.33
2074865,Carnarvon,AU,-24.8667,113.6333,86.0,74,45,17.27
114593,Susa,IR,32.1942,48.2436,69.04,26,0,14.25
2906649,Helse,DE,53.9833,9.0,57.99,51,75,8.05
2809944,Wetterzeube,DE,51.0,12.0167,58.69,48,0,6.91
3556334,Jatibonico,CU,21.9419,-79.17,85.06,50,7,15.66
7905767,Nāḩiyat as Sab‘ Biyār,SY,33.5323,38.0082,48.54,51,100,5.82
6149013,Skookumchuck,CA,49.9166,-115.7354,36.36,56,90,19.57
2013727,Vanavara,RU,60.34,102.2797,-11.24,87,100,4.32
1270543,Hāflong,IN,25.1833,93.0333,84.6,25,0,2.86
8030386,Safende,CV,15.369,-25.8398,71.08,75,0,22.08
606714,Backa,SE,64.9833,21.0667,11.68,92,90,6.91
1490256,Talnakh,RU,69.4865,88.3972,-25.24,79,94,4.16
5955840,Fort Good Hope,CA,66.257,-128.6374,-18.72,84,0,1.21
1728675,Balabac,PH,7.9868,117.0645,80.64,63,36,7.25
1966827,Kali,ID,1.1627,121.4278,84.24,66,83,10.27
4174280,Summerfield,US,29.0086,-82.0348,70.52,43,75,12.66
3661980,Tarauaca,BR,-8.1614,-70.7656,75.69,96,98,1.77
7521903,Banana Village,KI,1.9833,-157.3653,82.4,78,75,12.66
2381659,Aleg,MR,17.0481,-13.9209,93.65,8,0,12.86
5880054,Barrow,US,71.2906,-156.7887,-5.8,77,90,16.11
6354929,Tom Price,AU,-22.6939,117.7931,98.6,28,26,13.8
1275920,Bhīnmāl,IN,25.0,72.25,90.1,11,1,0.56
1524296,Esil,KZ,51.9556,66.4042,-5.48,90,28,7.11
6949250,La Grande-4,CA,53.756,-73.6798,14.0,62,1,19.57
1622167,Wamena,ID,-3.9167,138.7333,66.61,77,100,4.45
2231565,Fontain,CM,5.7333,10.9167,88.79,20,57,5.19
4274450,Lincoln,US,39.0408,-98.1448,45.09,53,40,27.63
6065460,Manson Creek,CA,55.6665,-124.4865,37.99,77,98,19.35
5945789,East LaHave,CA,44.3168,-64.3654,28.02,59,38,18.41
780686,Berlevåg,NO,70.8581,29.0853,10.4,67,0,29.93
3025149,Chilly,FR,45.9933,5.9534,55.24,41,0,0.67
4034749,Wallis et Futuna,WF,-13.3,-176.2,80.13,87,100,20.18
2178253,Adventure Bay,AU,-43.3667,147.3333,71.46,64,20,12.66
6049953,La Reine,CA,48.8669,-79.4997,23.95,94,35,13.42
6151989,Southend Reindeer,CA,56.3169,-103.2341,33.8,60,85,5.75
2123278,Mil'kovo,RU,54.7167,158.6167,19.83,94,100,6.08
1279715,Xigaze,CN,29.25,88.8833,45.61,25,59,3.24
2121373,Seymchan,RU,62.8833,152.4333,-21.55,78,68,1.99
1279860,Darya Boyi,CN,38.3833,82.0,54.86,30,0,6.13
5992044,Kimball,CA,49.0833,-113.2019,39.2,56,90,35.68
3133145,Utsira,NO,59.3057,4.8862,46.11,87,40,14.97
2377457,Nouadhibou,MR,20.931,-17.0347,73.4,64,0,19.57
2705718,Högsby,SE,57.166,16.0256,40.86,93,20,10.36
5974227,Heron Bay,CA,48.6668,-86.2832,29.34,80,96,10.36
7626930,Sokehs Municipality,FM,6.9327,158.1427,84.2,74,75,8.05
1790534,Changning,CN,35.9798,110.8221,56.52,31,27,11.01
2101169,Aitape,PG,-3.1374,142.3475,85.39,68,98,3.06
2030251,Ihbulag,MN,43.2,107.2,42.01,57,79,9.06
101627,Tabuk,SA,27.5,37.3333,55.11,36,0,8.77
2071379,Forrest,AU,-30.85,128.1,77.0,36,0,10.36
1695546,Pandan,PH,14.0453,124.1694,76.62,90,100,17.07
8079140,Tambakrejo,ID,-8.3111,112.1429,83.64,67,87,5.08
6547288,Jerada,MA,34.2366,-2.0428,64.4,45,75,9.22
3383337,Distrikt Para,SR,5.4167,-55.3333,87.87,58,40,10.36
99350,Al Ḩayy,IQ,32.1735,46.0433,66.7,34,0,13.27
4975418,Piscataquis,US,45.8,-69.2995,25.41,50,11,14.97
6113467,Prince William,CA,45.9168,-67.0489,28.35,29,1,8.05
2122605,Okhotsk,RU,59.3833,143.3,8.33,86,100,10.2
5955950,Fort Severn,CA,55.9835,-87.6332,28.4,69,1,19.57
2098322,Dasi,PG,-2.7,141.3,84.42,73,99,3.15
3838854,Río Grande,AR,-53.7877,-67.7095,46.4,61,90,8.05
3670745,Riohacha,CO,11.5444,-72.9072,84.33,56,52,11.34
1500933,Labytnangi,RU,66.6572,66.4183,-26.25,84,96,2.48
1100188,Damião,MZ,-22.0228,35.3153,87.42,89,75,9.22
6202181,Milford Sound,NZ,-44.6684,167.92,71.58,36,0,6.69
5948965,Ennadai,CA,61.1338,-100.8842,6.8,85,92,11.5
2016733,Shestakovo,RU,56.4915,103.96,-2.76,85,100,6.93
5790164,Clallam,US,48.0498,-123.8346,49.35,71,40,8.48
111821,Yazd,IR,32.5,55.5833,58.08,30,0,6.11
609919,Quryq,KZ,43.2,51.65,37.54,76,84,7.2
2515493,Las Cabezas de San Juan,ES,36.9838,-5.9393,51.57,100,75,6.91
5489698,San Juan,US,36.9992,-109.0409,35.6,38,1,9.22
3572601,Cooper's Town,BS,26.8667,-77.5167,66.65,72,95,27.22
2215210,Al Burayqah,LY,30.4062,19.5739,62.49,45,0,2.91
3980124,Villa Unión,MX,23.9667,-104.0333,75.2,11,1,6.91
69769,Usaylan,YE,15.032,45.8283,78.3,26,0,7.18
2014833,Tura,RU,64.2833,100.25,-22.86,80,32,3.94
1627035,Simpang,ID,-1.2667,104.0833,85.64,64,79,7.31
2634428,Western Isles,GB,57.6667,-7.1667,46.63,76,40,34.52
5994519,Kuujjuarapik,CA,55.2836,-77.7495,23.0,63,1,16.11
3997747,Los Garza,MX,28.0833,-100.3667,64.36,55,1,4.18
6422131,Huangtang,CN,26.0394,112.035,70.63,54,26,6.15
3692994,Quiruvilca,PE,-7.9667,-78.2,52.9,43,37,3.76
4582287,Horry County,US,33.9168,-78.9831,44.62,39,1,3.44
5924351,Clyde River,CA,70.4692,-68.5914,-23.8,76,40,8.05
2110418,Yaren,NR,-0.5472,166.916,81.34,78,11,12.82
580707,Arzhanovskaya,RU,50.1152,42.3521,25.29,73,100,7.09
471160,Voznesen'ye,RU,61.0106,35.4781,3.45,93,100,12.46
2013279,Vostok,RU,46.4856,135.8833,10.42,92,99,4.5
3164175,Villanova,IT,45.0265,9.9985,53.85,100,75,1.14
1128239,Rūdbār,AF,30.15,62.6,76.03,22,76,8.43
2018069,Peleduy,RU,59.6289,112.7406,-13.52,84,100,5.55
2566016,Inga,CG,-4.2464,15.2286,84.2,70,40,5.75
88903,Al Marj,LY,32.488,20.8317,58.21,59,5,10.04
480267,Turki,RU,51.987,43.2731,15.01,95,100,5.03
1651461,Amuntai,ID,-2.4177,115.2494,94.05,48,67,1.81
2063176,Point Samson,AU,-20.6333,117.2,92.39,54,69,7.47
1797039,Rulong,CN,30.9418,100.3096,47.7,37,0,3.31
3608828,Iralaya,HN,15.0,-83.2333,84.2,79,40,9.22
4166208,North Key Largo,US,25.2673,-80.3234,74.55,50,40,26.46
1269578,Jagdalpur,IN,19.0667,82.0333,86.09,22,22,7.11
3668562,Santa Rita,CO,4.8678,-68.3611,94.44,41,17,5.66
6533958,es Mercadal,ES,40.0415,4.1218,60.8,82,75,21.85
588879,Saare,EE,58.25,22.4667,40.21,93,40,6.91
2453514,Ménaka,ML,15.9182,2.4022,86.88,11,15,15.08
2493455,Illizi Province,DZ,26.8333,8.1667,78.8,9,0,4.61
2138410,Saint-Joseph,NC,-20.4,164.5667,85.46,68,100,4.94
2422442,Dabola,GN,10.75,-11.1167,95.07,19,0,5.59
1282256,Hithadhoo,MV,-0.6,73.0833,82.15,78,99,15.7
1263528,Marhaura,IN,25.9667,84.8667,77.0,41,0,5.75
1506938,Erzin,RU,50.261,95.1623,16.47,85,0,3.6
5886735,Arctic Bay,CA,73.0347,-85.1663,-11.2,64,97,14.97
6942826,La Paz,MX,24.1333,-110.3,72.75,35,1,18.41
5301067,Kingman,US,35.1894,-114.053,57.31,22,1,6.91
218229,Bongandanga,CD,1.5,21.05,100.67,25,99,2.1
2377539,Nema,MR,16.6162,-7.2535,95.27,9,0,16.49
187896,Mandera,KE,3.9366,41.867,91.98,23,37,10.04
1535379,Novoishimskiy,KZ,53.1981,66.7694,-6.57,89,28,9.24
3952372,Chuquitira,PE,-17.2878,-70.045,49.03,61,99,4.76
1266991,Khāpri,IN,21.05,79.0333,84.2,34,51,5.75
2029118,Suugaant,MN,45.5326,107.0455,32.34,71,60,7.34
2019718,Mukhen,RU,48.1,136.1,13.57,92,100,6.29
2450849,Sokolo,ML,14.7328,-6.1219,95.65,9,0,15.32
3862254,Catriel,AR,-37.8791,-67.7956,86.59,13,0,6.85
3841894,Paso de Indios,AR,-43.8623,-69.046,64.44,28,58,33.11
1917124,Xiaozhen,CN,23.9854,114.026,74.61,41,12,4.76
4030699,Pitcairn Islands,PN,-25.0667,-130.1,77.67,69,80,4.09
3659210,Chinchipe,EC,-2.2,-81.0,78.8,78,75,8.05
4675536,Bolivar Peninsula,US,29.4783,-94.5799,64.58,63,90,11.5
2634950,Virkie,GB,59.8833,-1.3,46.4,81,0,23.02
2473803,El Borma,TN,31.6917,9.2062,73.45,18,0,8.48
3558315,Gibara,CU,21.1097,-76.1317,80.6,65,75,14.97
6620042,L'Oudon,FR,48.9971,0.0097,56.3,62,0,9.22
4036495,Nikao,CK,-21.2067,-159.8094,82.4,78,75,5.75
1262062,Naliya,IN,23.2667,68.8333,90.59,12,0,5.57
6091069,Northwest Territories,CA,69.5006,-121.5044,-23.8,76,100,11.5
1626542,Sorong,ID,-0.8833,131.25,83.23,70,97,4.05
3421193,Paamiut,GL,61.994,-49.6678,11.32,87,88,9.4
2474871,Zaouia Sidi Bekri,DZ,27.7925,-0.2468,88.41,12,23,26.28
3572603,Congo Town,BS,24.1667,-77.5833,72.86,80,88,29.77
5462567,Colfax,US,36.8756,-105.1261,30.49,36,40,21.85
7302494,Nai Harn,TH,7.7786,98.3066,87.91,48,20,17.27
1996551,Riau Islands,ID,0.6167,106.9833,79.9,82,89,16.67
5887666,Asinkaanumevatt,CA,52.2581,-96.8525,30.2,55,66,6.91
1807687,Huaicheng,CN,23.9051,112.1931,81.28,41,13,2.93
1508961,Borki,RU,58.4858,92.0823,-10.43,86,79,2.86
1271940,Farrukhnagar,IN,17.0778,78.2011,79.52,57,75,6.91
2067890,Laverton,AU,-28.6333,122.4167,87.46,18,0,12.88
1213530,Tanjungtiram,ID,4.0613,98.3699,87.8,66,40,12.66
5062096,Stutsman,US,46.9583,-98.9336,42.06,39,1,12.66
5989203,Kangiqsualujjuaq,CA,58.6914,-65.9525,5.0,72,75,8.05
1260771,Palāsa,IN,18.7667,84.4167,87.55,30,67,13.49
1213721,Sinabang,ID,2.4803,96.3801,86.85,63,92,3.33
3003045,Le Palais,FR,47.3456,-3.1541,55.49,82,20,12.66
744873,Kagizman,TR,40.1567,43.1342,18.32,73,0,4.61
7654016,Mmale,BW,-22.2827,26.9834,87.91,39,100,9.64
1143816,Dasht-e Qal‘ah,AF,33.03,63.8394,60.24,33,100,7.27
4025994,Coahuayana de Hidalgo,MX,18.7,-103.6583,78.8,47,1,7.72
2077456,Australia,AU,-25.0,135.0,100.49,14,0,5.84
1643812,Gotalalamo,ID,2.0333,128.3167,85.06,66,100,7.07
1529531,Dunhuang,CN,40.1667,94.6833,53.08,34,31,8.57
2476301,Tindouf,DZ,27.6711,-8.1474,68.0,42,40,27.63
132142,Ostān-e Hamadān,IR,34.8333,48.5833,39.2,56,75,4.61
480453,Tumbotino,RU,55.9993,43.0236,3.11,72,0,4.47
2017384,Rudnaya Pristan',RU,44.3614,135.8116,23.36,82,1,6.89
664902,Titeşti,RO,45.0167,25.0,46.99,62,40,6.29
3665361,Amazonas,BR,-5.0,-63.0,91.65,47,90,3.2
1309611,Myeik,MM,12.4333,98.6,90.63,35,64,4.99
5983202,Inglis,CA,50.9447,-101.252,20.37,97,0,10.8
7037155,Wonorejo,ID,-8.0691,113.0708,80.92,67,60,4.18
3473817,Porto Velho,BR,-32.0333,-52.0917,82.71,69,75,11.5
1641977,Kalianget,ID,-7.05,113.9333,85.77,70,95,10.42
1152562,Kui Buri,TH,12.0828,99.8543,86.0,51,20,4.61
609862,Atyraū Oblysy,KZ,47.0,52.0,21.2,79,0,6.71
148617,Aghdam Rayon,AZ,40.0,47.0,41.4,67,79,11.25
1816373,Bijie,CN,27.3125,105.2942,57.49,69,94,2.98
2399001,Mayumba,GA,-3.432,10.6554,82.38,77,80,9.33
2028357,Ulaan-Uul,MN,46.0674,100.8172,26.22,82,0,12.44
2018813,Novyy Uoyan,RU,56.1572,111.7056,0.84,84,100,1.45
6126200,Rochfort Bridge,CA,53.9169,-115.0355,42.8,45,90,11.5
779622,Havoysund,NO,70.9963,24.6622,12.2,67,0,11.5
2015913,Suntar,RU,62.1444,117.6319,-19.32,85,99,5.08
1280878,Kangxiwar,CN,36.2,78.7667,33.04,52,0,10.92
1525736,Barshatas,KZ,48.1697,78.6614,9.0,93,31,3.53
1501706,Krutikha,RU,53.9599,81.2093,2.28,92,100,11.56
1688119,Santa Josefa,PH,7.9911,126.03,75.63,92,100,1.95
6116548,Rankin Inlet,CA,62.8173,-92.0832,-3.75,71,75,9.22
2333064,Kuta,NG,9.8667,6.7167,100.17,8,2,2.48
1281019,Hotan,CN,37.0997,79.9269,56.28,29,0,3.83
2830425,Spindelwag,DE,48.0,10.0,52.05,50,0,4.61
3919884,Colchani,BO,-20.3,-66.9333,62.19,39,14,5.84
1637001,Luwuk,ID,-0.9516,122.7875,87.75,55,92,2.46
1799319,Niuchehe,CN,29.0485,110.975,72.86,51,35,9.82
443187,Karaman Province,TR,37.0833,33.25,26.24,88,100,8.68
8054418,Shangdu,CN,42.25,116.008,33.58,89,0,12.62
151610,Ngorongoro,TZ,-3.2397,35.4875,64.0,85,100,1.32
1054329,Vangaindrano,MG,-23.35,47.6,87.48,68,6,8.66
5974962,Highland Grove,CA,45.0668,-78.0828,26.02,54,58,4.61
96994,Dahuk,IQ,36.8695,42.994,44.44,57,61,5.95
3929520,San Juan de Marcona,PE,-15.3653,-75.1622,74.52,66,59,14.29
1337619,Ugoofaaru,MV,5.6667,73.0,82.67,69,92,10.58
3357114,Grootfontein,NA,-19.5667,18.1167,65.08,90,100,11.63
3854988,Gobernador Costa,AR,-44.0499,-70.598,58.19,36,31,33.78
